"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters"
"olrw01000060",97576,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olrw01000062",96763,0.323,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olsb01000088",99788,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35
"olsc01000138",97252,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"olsc01000143",95798,0.32,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54
"olso01000074",96574,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olsx01000045",97305,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oltf01000001",95938,0.293,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olvo01000096",95402,0.33,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olvr01000187",91285,0.359,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44
"olvt01000100",95281,0.33,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olwb01000065",98114,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olwc01000027",98842,0.327,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"olwc01000038",93375,0.322,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54
"olwz01000040",96278,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olxc01000001",103371,0.361,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29
"olyb01000074",101120,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"olyr01000006",97131,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olzq01000035",100826,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"olzq01000040",96746,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ombq01000121",98054,0.361,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Lebriduvirus","gastrointestinalis",FALSE,6,9,43,18
"omcc01000013",95985,0.293,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"omdd01000022",91066,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"omgy01000095",92008,0.308,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","copri",FALSE,2,1,37,25
"ooag01000060",99694,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"ooaw01000092",98860,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oobv01000062",100992,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus","faecalis",FALSE,7,7,9,150
"oocn01000077",100300,0.314,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12
"oodc01000039",99242,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oodh01000049",96952,0.29,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oodn01000068",95186,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oods01000049",98252,0.293,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"owiq01000031",96108,0.328,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"qrfc01000100",91266,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"qwch01000269",95448,0.313,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12
"qwcy01000236",95693,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77
"qwcy01000259",97874,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"sib1_ms_4",95815,0.327,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",0,0,"CF_siblings","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",TRUE,2,1,37,2
"sib1_ms_5",92132,0.319,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",3,0,"CF_siblings","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",TRUE,5,6,39,13
"sib2_ms_1",98182,0.326,15,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",2,1,"CF_siblings","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",TRUE,12,10,2,23
"sib2_ms_2",93254,0.321,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",0,0,"CF_siblings","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98
"srr4295172_ms_8",95215,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis","Healthy","USA",0,0,"Manrique_etal_2016","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"srr4295175_ms_5",96082,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei","Healthy","USA",0,0,"Manrique_etal_2016","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98
"srs011084_node_220_length_95221_cov_30.7473",95221,0.329,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"srs011302_node_90_length_100096_cov_55.6308",100096,0.333,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16
"srs011586_node_119_length_103914_cov_1098.85",103914,0.361,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29
"srs014683_node_81_length_94199_cov_303.827",94199,0.293,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"srs019030_node_87_length_93563_cov_510.146",93563,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"srs045739_node_78_length_98134_cov_152.188",98134,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"srs048164_node_142_length_95873_cov_10.9415",95873,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"srs050299_node_72_length_100548_cov_36.2955",100548,0.32,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","intestinalis",FALSE,10,8,21,55
"srs050752_node_138_length_97080_cov_254.851",97080,0.316,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35
"srs052697_node_218_length_89222_cov_523.822",89222,0.252,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Edwards_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Endlipuvirus","intestinihominis",FALSE,3,3,28,17
"srs053398_node_95_length_96600_cov_69.939",96600,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"srs065504_node_131_length_90103_cov_73.092",90103,0.251,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Endlipuvirus","intestinihominis",FALSE,3,3,28,17
"srs105153_node_241_length_90160_cov_456.992",90160,0.319,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"srs143417_node_148_length_97094_cov_7.69295",97094,0.321,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54
"srs143417_node_177_length_89824_cov_37.2496",89824,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"srs143876_node_156_length_99405_cov_8.65265",99405,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"srs145497_node_97_length_94933_cov_72.765",94933,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36
"srs147652_node_155_length_104176_cov_11.0954",104176,0.361,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29
"umiu01010253",93860,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","copri",FALSE,3,3,24,123
"zuo_n1_node_2_length_100997_cov_2297.472945",100997,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"mt774405",99848,0.326,15,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",3,1,"Rudkin_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus","hiberniae",TRUE,12,10,4,115
"mt774404",98308,0.328,15,TRUE,"Unknown","Unknown","Unknown","CF","Ireland",4,1,"Rudkin_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","intestinalis",TRUE,12,10,2,114
"mt774394",92815,0.305,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Hacihdavirus","animalis",TRUE,9,3,35,271
"mt774393",83412,0.259,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",1,0,"CF_siblings","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kahucivirus","intestinalis",TRUE,5,6,38,127
"mt774392",95150,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Shkoporov_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Mahlunavirus","rarus",TRUE,6,9,49,128
"mt774391",99212,0.348,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,21,0,"Shkoporov_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus","hominis",TRUE,6,9,42,126
"mt774390",98164,0.377,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",23,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",TRUE,6,9,40,85
"mt774389",101082,0.326,11,TRUE,"Unknown","Unknown","Unknown","CF","Ireland",16,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Pamirivirus","faecium",TRUE,6,9,59,116
"mt774388",102301,0.347,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,24,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus","splanchnicus",TRUE,6,9,41,112
"mt774387",102434,0.395,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,26,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Lahndsivirus","rarus",TRUE,6,9,46,111
"mt774386",89781,0.308,11,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis","Healthy","Ireland",0,0,"Rudkin_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","intestinihominis",TRUE,3,3,24,110
"mt774385",101437,0.373,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,8,0,"Shkoporov_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Pipoluvirus","rarus",TRUE,6,9,54,108
"mt774384",92668,0.302,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Lewis_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus","gastrointestinalis",TRUE,9,3,31,8
"mt774383",93559,0.3,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lewis_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","splanchnicus",TRUE,3,3,24,11
"mt774382",99985,0.335,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",TRUE,10,8,22,10
"mt774381",91101,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lewis_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","intestinalis",TRUE,3,3,25,3
"mt774380",99882,0.322,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,2,0,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","americanus",TRUE,10,8,21,1
"mt774379",92600,0.287,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Besingivirus","coli",TRUE,12,11,5,118
"mt774378",101662,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,13,1,"Stockdale_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Mahstovirus","faecalis",TRUE,6,9,50,106
"mt774377",93787,0.32,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Stockdale_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinihominis",TRUE,4,13,36,107
"mt774376",98340,0.319,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","intestinalis",TRUE,10,8,21,55
"mt774375",98826,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,3,1,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","hiberniae",TRUE,10,12,20,50
"mt774411",97886,0.363,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Buhlduvirus","animalis",TRUE,8,11,13,273
"mt774410",98667,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Buhlduvirus","porcinus",TRUE,8,11,13,272
"mt774409",96717,0.353,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Cacepaovirus","simiae",TRUE,8,11,19,131
"mt774408",94826,0.318,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Chuhaivirus","simiae",TRUE,8,11,18,130
"mt774407",98095,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Shkoporov_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hominis",TRUE,12,10,2,125
"mt774406",101532,0.358,15,TRUE,"Eubacterium_eligens","Eubacterium","eligens",NA,NA,4,1,"Shkoporov_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","faecalis",TRUE,8,5,11,124
"mt774403",98557,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Rudkin_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","coli",TRUE,7,7,8,113
"mt774402",103832,0.357,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","coli",TRUE,8,5,11,7
"mt774401",97422,0.309,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,0,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","faecalis",TRUE,11,4,1,6
"mt774400",96055,0.335,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus","hominis",TRUE,7,7,10,4
"mt774399",99168,0.331,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","splanchnicus",TRUE,7,7,8,109
"mt774398",100198,0.331,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,3,1,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hominis",TRUE,7,7,8,60
"mt774397",97290,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","faecalis",TRUE,7,7,8,56
"mt774396",101153,0.33,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,3,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus","americanus",TRUE,7,7,9,53
"mt774395",103665,0.347,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","copri",TRUE,7,7,8,52
"nc_049978",99915,0.321,11,TRUE,"Unknown","Unknown","Unknown","HIV","The Netherlands",22,0,"Oude_munnink_etal_2014","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Paundivirus","hollandii",TRUE,6,9,58,117
"nc_049977",102679,0.347,11,TRUE,"Unknown","Bacteroides","intestinalis",NA,NA,NA,NA,"Shkoporov_etal_2018","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus","primarius",TRUE,6,9,41,59
"ap017903",99517,0.423,11,TRUE,NA,"Azobacteroides","pseudotrichonymphae",NA,"Japan",1,0,NA,"Termite gut",NA,NA,NA,"Dechshavirus","japanensis",TRUE,NA,14,108,332
"mh552500",90023,0.291,11,TRUE,NA,NA,NA,NA,"USA",0,0,NA,"Mammalian gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Wotdevirus","murinus",TRUE,9,3,102,333
"mh616963",94878,0.285,11,TRUE,NA,NA,NA,NA,"USA",0,0,NA,"Mammalian gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Whopevirus","animalis",TRUE,3,3,103,324
"mk238400",97757,0.292,11,TRUE,NA,NA,NA,"Healthy","South Africa",0,0,NA,"Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"mn917146",93030,0.32,11,TRUE,NA,"Bacteroides","xylanisolvens","Healthy","Ireland",0,0,"Guerin_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",TRUE,4,13,36,98
"mt006214",98458,0.289,11,TRUE,NA,NA,NA,NA,"Russia",0,0,"Morozova_etal_2020","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"mt074136",99494,0.37,11,TRUE,NA,"Bacteroides","thetaiotaomicron",NA,"Bangladesh",12,0,"Hryckowian_etal_2020","Sewage","Betacrassviridae","Steigviridae","Asinivirinae","Wulfhauvirus","bangladeshii",TRUE,6,9,105,316
