"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters","ncbi_acc","exemplar"
"ERR1474586_NODE_12_length_98573_cov_38.9867",98573,0.331,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,5,0,NA,"Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus","oralis",TRUE,8,11,12,61,"MZ130491","uncultured phage cr61_1"
"ERR589374_NODE_27_length_93583_cov_10.8628",93583,0.319,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,6,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,62,NA,NA
"ERR589416_NODE_29_length_99679_cov_9.83461",99679,0.334,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,5,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,63,NA,NA
"ERR589435_NODE_36_length_99566_cov_205.441",99566,0.332,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,5,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,64,NA,NA
"ERR589440_NODE_115_length_101302_cov_10.743",101302,0.369,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,30,1,"Tong_etal_2020","Human oral","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus",NA,FALSE,6,9,40,65,NA,NA
"ERR589440_NODE_121_length_98649_cov_14.7648",98649,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589443_NODE_109_length_97897_cov_28.0204",97897,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589501_NODE_177_length_99851_cov_54.2955",99851,0.328,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,4,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,66,NA,NA
"ERR589502_NODE_213_length_96315_cov_46.9653",96315,0.323,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,67,NA,NA
"ERR589503_NODE_236_length_100385_cov_32.3335",100385,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"ERR589503_NODE_243_length_99288_cov_256.502",99288,0.336,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10,NA,NA
"ERR589503_NODE_260_length_95985_cov_44.2112",95985,0.327,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"ERR589505_NODE_181_length_98379_cov_46.7492",98379,0.323,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,68,NA,NA
"ERR589507_NODE_257_length_101328_cov_39.4151",101328,0.326,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,69,NA,NA
"ERR589507_NODE_275_length_98209_cov_23.6094",98209,0.326,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,68,NA,NA
"ERR589508_NODE_269_length_100215_cov_352.186",100215,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"ERR589509_NODE_117_length_99450_cov_1258.73",99450,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589510_NODE_145_length_103800_cov_202.558",103800,0.363,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,70,NA,NA
"ERR589510_NODE_191_length_93028_cov_96.5392",93028,0.308,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus",NA,FALSE,9,3,31,71,NA,NA
"ERR589511_NODE_176_length_103722_cov_62.3391",103722,0.359,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,72,NA,NA
"ERR589511_NODE_212_length_96153_cov_11.9872",96153,0.33,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"ERR589512_NODE_245_length_104299_cov_30.5927",104299,0.333,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16,NA,NA
"ERR589512_NODE_266_length_99296_cov_19.4886",99296,0.351,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,25,1,"Tong_etal_2020","Human oral","Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus",NA,FALSE,6,9,41,73,NA,NA
"ERR589512_NODE_279_length_97295_cov_607.21",97295,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589512_NODE_313_length_91996_cov_59.3944",91996,0.316,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,3,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"ERR589515_NODE_62_length_98789_cov_7.45893",98789,0.331,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,6,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,74,NA,NA
"ERR589530_NODE_123_length_101106_cov_84.032",101106,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"ERR589530_NODE_125_length_100283_cov_10.4903",100283,0.313,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,41,NA,NA
"ERR589531_NODE_142_length_100626_cov_28.4295",100626,0.314,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"ERR589531_NODE_143_length_100354_cov_37.9907",100354,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"ERR589532_NODE_103_length_94606_cov_18.1916",94606,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"ERR589532_NODE_107_length_92376_cov_180.077",92376,0.316,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,4,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"ERR589534_NODE_206_length_99607_cov_6.90286",99607,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"ERR589535_NODE_102_length_100207_cov_5.55539",100207,0.336,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10,NA,NA
"ERR589544_NODE_118_length_99073_cov_42.2977",99073,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"ERR589544_NODE_125_length_95272_cov_31.2325",95272,0.323,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36,NA,NA
"ERR589546_NODE_210_length_100947_cov_66.8087",100947,0.326,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,75,NA,NA
"ERR589547_NODE_77_length_93544_cov_5.56366",93544,0.359,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,26,1,"Tong_etal_2020","Human oral","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus",NA,FALSE,6,9,40,76,NA,NA
"ERR589548_NODE_124_length_99386_cov_102.27",99386,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,15,NA,NA
"ERR589548_NODE_125_length_99181_cov_12.0749",99181,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"ERR589548_NODE_133_length_97812_cov_182.454",97812,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589553_NODE_133_length_100933_cov_7.87827",100933,0.337,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77,NA,NA
"ERR589556_NODE_251_length_91714_cov_17.3214",91714,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"ERR589556_NODE_264_length_89939_cov_50.5214",89939,0.265,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9,NA,NA
"ERR589557_NODE_190_length_93533_cov_205.404",93533,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589561_NODE_150_length_99641_cov_983.463",99641,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,78,NA,NA
"ERR589572_NODE_244_length_101458_cov_12.5176",101458,0.332,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus",NA,FALSE,12,10,2,79,NA,NA
"ERR589574_NODE_209_length_103257_cov_462.529",103257,0.363,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,80,NA,NA
"ERR589574_NODE_216_length_101924_cov_7.87122",101924,0.33,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,4,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,15,NA,NA
"ERR589574_NODE_223_length_98544_cov_57.8223",98544,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589581_NODE_202_length_103948_cov_381.764",103948,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,80,NA,NA
"ERR589581_NODE_234_length_95666_cov_16.3843",95666,0.311,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Earahsivirus",NA,FALSE,3,3,30,81,NA,NA
"ERR589587_NODE_208_length_94701_cov_61.0326",94701,0.331,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"ERR589589_NODE_144_length_94594_cov_10.8503",94594,0.308,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","copri",FALSE,2,1,37,25,NA,NA
"ERR589590_NODE_63_length_103443_cov_7.99528",103443,0.333,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","oralis",FALSE,7,7,8,82,NA,NA
"ERR589590_NODE_72_length_96711_cov_28.1345",96711,0.314,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"ERR589595_NODE_199_length_96043_cov_11.5603",96043,0.322,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36,NA,NA
"ERR589646_NODE_117_length_99498_cov_73.739",99498,0.338,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,5,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,83,NA,NA
"ERR589663_NODE_96_length_98184_cov_12.727",98184,0.334,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,6,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,84,NA,NA
"ERR589736_NODE_224_length_101034_cov_15.6328",101034,0.375,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,23,0,"Tong_etal_2020","Human oral","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",FALSE,6,9,40,85,NA,NA
"ERR589736_NODE_256_length_95610_cov_126.638",95610,0.31,11,TRUE,"Eubacterium_eligens","Eubacterium","eligens",NA,NA,1,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus",NA,FALSE,9,3,31,86,NA,NA
"ERR589736_NODE_271_length_93891_cov_9.13972",93891,0.335,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"ERR589737_NODE_227_length_97168_cov_1455.68",97168,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589737_NODE_250_length_92638_cov_199.421",92638,0.316,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"ERR589741_NODE_154_length_100813_cov_43.4513",100813,0.324,11,TRUE,"Bacteroides_helcogenes","Bacteroides","helcogenes",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,12,21,87,NA,NA
"ERR589741_NODE_169_length_97150_cov_107.747",97150,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589742_NODE_186_length_98834_cov_12.9141",98834,0.335,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10,NA,NA
"ERR589742_NODE_210_length_93989_cov_9.62045",93989,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"ERR589742_NODE_219_length_92594_cov_6.88142",92594,0.317,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,3,0,"Tong_etal_2020","Human oral","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"ERR589743_NODE_221_length_96840_cov_12.3063",96840,0.333,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Drivevirus",NA,FALSE,3,3,27,88,NA,NA
"ERR589744_NODE_93_length_99741_cov_30.0888",99741,0.328,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,4,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,66,NA,NA
"ERR589746_NODE_107_length_101040_cov_2232.8",101040,0.366,15,TRUE,"Eubacterium_eligens","Eubacterium","eligens",NA,NA,3,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,89,NA,NA
"ERR589746_NODE_110_length_100335_cov_36.0815",100335,0.329,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"ERR589746_NODE_113_length_99784_cov_98.0259",99784,0.325,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,90,NA,NA
"ERR589747_NODE_92_length_102397_cov_78.8019",102397,0.31,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,39,NA,NA
"ERR589748_NODE_153_length_93284_cov_4.95169",93284,0.31,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Drivevirus","gastrointestinalis",FALSE,3,3,27,91,NA,NA
"ERR589750_NODE_144_length_100756_cov_12.0751",100756,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"ERR589750_NODE_148_length_99248_cov_188.387",99248,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589762_NODE_119_length_102762_cov_954.227",102762,0.333,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16,NA,NA
"ERR589768_NODE_102_length_102517_cov_9.89832",102517,0.323,11,TRUE,"Bacteroides_helcogenes","Bacteroides","helcogenes",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,12,21,92,NA,NA
"ERR589770_NODE_113_length_99553_cov_1902.21",99553,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"ERR589773_NODE_168_length_99796_cov_16.6781",99796,0.314,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"ERR589773_NODE_178_length_95143_cov_627.55",95143,0.293,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589774_NODE_217_length_97586_cov_21.2143",97586,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589777_NODE_213_length_102559_cov_114.718",102559,0.313,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,2,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"ERR589778_NODE_168_length_88342_cov_15.7402",88342,0.29,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Earahsivirus",NA,FALSE,3,3,30,93,NA,NA
"ERR589785_NODE_186_length_100996_cov_197.8",100996,0.33,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,4,0,"Tong_etal_2020","Human oral","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,15,NA,NA
"ERR589786_NODE_135_length_99040_cov_1290.66",99040,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"ERR589786_NODE_141_length_97052_cov_8.96347",97052,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Tong_etal_2020","Human oral","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus",NA,FALSE,4,13,36,94,NA,NA
